County,Year,MonthNo,Value
Placer,2019,1,13.641935
Placer,2019,2,6.096429
Placer,2019,3,6.183871
Placer,2019,4,7.640000
Placer,2019,5,8.335484
Placer,2019,6,9.110000
Placer,2019,7,8.761290
Placer,2019,8,8.406452
Placer,2019,9,6.406667
Placer,2019,10,9.577419
Placer,2019,11,7.286667
Placer,2019,12,0.000000
Plumas,2014,1,47.806452
Plumas,2014,2,35.796429
Plumas,2014,3,22.767742
Plumas,2014,4,19.466667
Plumas,2014,5,12.551613
Plumas,2014,6,9.360000
Plumas,2014,7,13.790323
Plumas,2014,8,15.054839
Plumas,2014,9,17.093333
Plumas,2014,10,18.674194
Plumas,2014,11,42.430000
Plumas,2014,12,41.487097
Plumas,2015,1,43.451613
Plumas,2015,2,30.692857
Plumas,2015,3,21.458065
Plumas,2015,4,15.936667
Plumas,2015,5,10.567742
Plumas,2015,6,10.066667
Plumas,2015,7,6.641935
Plumas,2015,8,10.309677
Plumas,2015,9,9.220000
Plumas,2015,10,14.509677
Plumas,2015,11,40.773333
Plumas,2015,12,35.874194
Plumas,2016,1,37.096774
Plumas,2016,2,31.289655
Plumas,2016,3,18.458065
Plumas,2016,4,12.283333
Plumas,2016,5,8.545161
Plumas,2016,6,7.300000
Plumas,2016,7,8.848387
Plumas,2016,8,9.867742
Plumas,2016,9,7.256667
Plumas,2016,10,14.709677
Plumas,2016,11,29.986667
Plumas,2016,12,35.596774
Plumas,2017,1,25.519355
Plumas,2017,2,26.964286
Plumas,2017,3,22.687097
Plumas,2017,4,12.483333
Plumas,2017,5,7.874194
Plumas,2017,6,6.210000
Plumas,2017,7,15.870968
Plumas,2017,8,29.003226
Plumas,2017,9,15.940000
Plumas,2017,10,18.177419
Plumas,2017,11,30.123333
Plumas,2017,12,37.635484
Plumas,2018,1,34.983871
Plumas,2018,2,28.825000
Plumas,2018,3,22.761290
Plumas,2018,4,14.270000
Plumas,2018,5,7.990323
Plumas,2018,6,5.446667
Plumas,2018,7,15.138710
Plumas,2018,8,21.880645
Plumas,2018,9,7.976667
Plumas,2018,10,9.916129
Plumas,2018,11,23.056667
Plumas,2018,12,25.438710
Plumas,2019,1,29.854839
Plumas,2019,2,19.800000
Plumas,2019,3,16.022581
Plumas,2019,4,10.603333
Plumas,2019,5,8.716129
Plumas,2019,6,8.103333
Plumas,2019,7,9.196774
Plumas,2019,8,8.893548
Plumas,2019,9,11.353333
Plumas,2019,10,18.054839
Plumas,2019,11,13.850000
Plumas,2019,12,0.000000
Riverside,2014,1,25.264516
Riverside,2014,2,22.635714
Riverside,2014,3,18.112903
Riverside,2014,4,17.580000
Riverside,2014,5,19.522581
Riverside,2014,6,22.950000
Riverside,2014,7,20.638710
Riverside,2014,8,19.564516
Riverside,2014,9,19.680000
Riverside,2014,10,23.225806
Riverside,2014,11,17.713333
Riverside,2014,12,21.861290
Riverside,2015,1,27.303226
Riverside,2015,2,25.557143
Riverside,2015,3,15.861290
Riverside,2015,4,18.236667
Riverside,2015,5,16.541935
Riverside,2015,6,22.796667
Riverside,2015,7,20.106452
Riverside,2015,8,22.529032
Riverside,2015,9,19.426667
Riverside,2015,10,14.903226
Riverside,2015,11,11.920000
Riverside,2015,12,16.006452
Riverside,2016,1,19.274194
Riverside,2016,2,16.262069
Riverside,2016,3,15.632258
Riverside,2016,4,13.850000
Riverside,2016,5,15.090323
Riverside,2016,6,20.150000
Riverside,2016,7,22.732258
Riverside,2016,8,19.090323
Riverside,2016,9,17.796667
Riverside,2016,10,17.712903
Riverside,2016,11,15.300000
Riverside,2016,12,20.235484
Riverside,2017,1,11.761290
Riverside,2017,2,14.678571
Riverside,2017,3,14.935484
Riverside,2017,4,14.080000
Riverside,2017,5,16.661290
Riverside,2017,6,19.846667
Riverside,2017,7,21.961290
Riverside,2017,8,20.535484
Riverside,2017,9,16.386667
Riverside,2017,10,18.348387
Riverside,2017,11,21.120000
Riverside,2017,12,22.967742
Riverside,2018,1,20.725806
Riverside,2018,2,15.789286
Riverside,2018,3,10.496774
Riverside,2018,4,17.803333
Riverside,2018,5,15.938710
Riverside,2018,6,19.496667
Riverside,2018,7,19.212903
Riverside,2018,8,19.503226
Riverside,2018,9,16.696667
Riverside,2018,10,14.325806
Riverside,2018,11,17.496667
Riverside,2018,12,21.025806
Riverside,2019,1,13.393548
Riverside,2019,2,10.539286
Riverside,2019,3,9.745161
Riverside,2019,4,11.403333
Riverside,2019,5,10.980645
Riverside,2019,6,16.276667
Riverside,2019,7,16.438710
Riverside,2019,8,13.583871
Riverside,2019,9,12.463333
Riverside,2019,10,13.651613
Riverside,2019,11,14.876667
Riverside,2019,12,0.000000
Sacramento,2014,1,21.796774
Sacramento,2014,2,11.328571
Sacramento,2014,3,9.180645
Sacramento,2014,4,10.566667
Sacramento,2014,5,10.235484
Sacramento,2014,6,10.580000
Sacramento,2014,7,12.480645
Sacramento,2014,8,11.193548
Sacramento,2014,9,13.250000
Sacramento,2014,10,10.616129
Sacramento,2014,11,15.413333
Sacramento,2014,12,11.925806
Sacramento,2015,1,31.058065
Sacramento,2015,2,16.671429
Sacramento,2015,3,11.416129
Sacramento,2015,4,9.976667
Sacramento,2015,5,11.654839
Sacramento,2015,6,13.340000
Sacramento,2015,7,12.303226
Sacramento,2015,8,15.925806
Sacramento,2015,9,14.476667
Sacramento,2015,10,12.080645
Sacramento,2015,11,17.623333
Sacramento,2015,12,15.983871
Sacramento,2016,1,12.458065
Sacramento,2016,2,14.862069
Sacramento,2016,3,7.658065
Sacramento,2016,4,8.120000
Sacramento,2016,5,9.735484
Sacramento,2016,6,9.416667
Sacramento,2016,7,9.545161
Sacramento,2016,8,11.119355
Sacramento,2016,9,12.643333
Sacramento,2016,10,9.387097
Sacramento,2016,11,16.093333
Sacramento,2016,12,25.690323
Sacramento,2017,1,15.648387
Sacramento,2017,2,13.353571
Sacramento,2017,3,10.845161
Sacramento,2017,4,7.520000
Sacramento,2017,5,8.564516
Sacramento,2017,6,9.853333
Sacramento,2017,7,12.558065
Sacramento,2017,8,16.980645
Sacramento,2017,9,16.836667
Sacramento,2017,10,16.100000
Sacramento,2017,11,14.776667
Sacramento,2017,12,29.322581
Sacramento,2018,1,19.703226
Sacramento,2018,2,15.450000
Sacramento,2018,3,8.306452
Sacramento,2018,4,9.906667
Sacramento,2018,5,9.296774
Sacramento,2018,6,13.166667
Sacramento,2018,7,12.045161
Sacramento,2018,8,24.029032
Sacramento,2018,9,11.856667
Sacramento,2018,10,9.280645
Sacramento,2018,11,68.783333
Sacramento,2018,12,16.167742
Sacramento,2019,1,16.635484
Sacramento,2019,2,5.407143
Sacramento,2019,3,5.470968
Sacramento,2019,4,6.533333
Sacramento,2019,5,6.038710
Sacramento,2019,6,7.363333
Sacramento,2019,7,7.909677
Sacramento,2019,8,6.132258
Sacramento,2019,9,5.376667
Sacramento,2019,10,10.590323
Sacramento,2019,11,10.676667
Sacramento,2019,12,0.000000
San Benito,2014,1,7.548387
San Benito,2014,2,4.582143
San Benito,2014,3,4.019355
San Benito,2014,4,5.236667
San Benito,2014,5,4.267742
San Benito,2014,6,5.553333
San Benito,2014,7,5.587097
San Benito,2014,8,4.509677
San Benito,2014,9,5.416667
San Benito,2014,10,3.412903
San Benito,2014,11,3.960000
San Benito,2014,12,2.574194
San Benito,2015,1,5.629032
San Benito,2015,2,5.228571
San Benito,2015,3,3.967742
San Benito,2015,4,3.606667
San Benito,2015,5,4.029032
San Benito,2015,6,5.160000
San Benito,2015,7,3.651613
San Benito,2015,8,5.780645
San Benito,2015,9,4.370000
San Benito,2015,10,4.319355
San Benito,2015,11,3.933333
San Benito,2015,12,3.800000
San Benito,2016,1,3.816129
San Benito,2016,2,3.806897
San Benito,2016,3,2.603226
San Benito,2016,4,3.400000
San Benito,2016,5,3.983871
San Benito,2016,6,4.173333
San Benito,2016,7,6.487097
San Benito,2016,8,8.564516
San Benito,2016,9,6.943333
San Benito,2016,10,2.783871
San Benito,2016,11,3.540000
San Benito,2016,12,3.522581
San Benito,2017,1,2.325806
San Benito,2017,2,1.964286
San Benito,2017,3,3.519355
San Benito,2017,4,3.526667
San Benito,2017,5,4.283871
San Benito,2017,6,4.560000
San Benito,2017,7,5.796774
San Benito,2017,8,7.919355
San Benito,2017,9,7.850000
San Benito,2017,10,8.758065
San Benito,2017,11,3.756667
San Benito,2017,12,7.874194
San Benito,2018,1,5.864516
San Benito,2018,2,4.060714
San Benito,2018,3,2.622581
San Benito,2018,4,5.436667
San Benito,2018,5,5.032258
San Benito,2018,6,6.990000
San Benito,2018,7,5.500000
San Benito,2018,8,13.400000
San Benito,2018,9,6.313333
San Benito,2018,10,4.987097
San Benito,2018,11,18.190000
San Benito,2018,12,5.661290
San Benito,2019,1,3.774194
San Benito,2019,2,2.764286
San Benito,2019,3,2.767742
San Benito,2019,4,5.190000
San Benito,2019,5,4.383871
San Benito,2019,6,5.480000
San Benito,2019,7,6.132258
San Benito,2019,8,5.332258
San Benito,2019,9,4.926667
San Benito,2019,10,5.241935
San Benito,2019,11,5.153333
San Benito,2019,12,0.000000
San Bernardino,2014,1,20.096774
San Bernardino,2014,2,17.746429
San Bernardino,2014,3,14.929032
San Bernardino,2014,4,14.093333
San Bernardino,2014,5,15.029032
San Bernardino,2014,6,23.556667
San Bernardino,2014,7,21.509677
San Bernardino,2014,8,21.667742
San Bernardino,2014,9,18.510000
San Bernardino,2014,10,21.454839
San Bernardino,2014,11,15.360000
San Bernardino,2014,12,16.045161
San Bernardino,2015,1,20.980645
San Bernardino,2015,2,23.942857
San Bernardino,2015,3,16.622581
San Bernardino,2015,4,15.323333
San Bernardino,2015,5,15.854839
San Bernardino,2015,6,24.420000
San Bernardino,2015,7,19.848387
San Bernardino,2015,8,21.035484
San Bernardino,2015,9,17.373333
San Bernardino,2015,10,16.570968
San Bernardino,2015,11,14.440000
San Bernardino,2015,12,17.945161
San Bernardino,2016,1,20.316129
San Bernardino,2016,2,18.624138
San Bernardino,2016,3,18.125806
San Bernardino,2016,4,15.313333
San Bernardino,2016,5,18.045161
San Bernardino,2016,6,23.706667
San Bernardino,2016,7,24.251613
San Bernardino,2016,8,24.177419
San Bernardino,2016,9,20.570000
San Bernardino,2016,10,16.812903
San Bernardino,2016,11,16.230000
San Bernardino,2016,12,21.593548
San Bernardino,2017,1,13.125806
San Bernardino,2017,2,15.032143
San Bernardino,2017,3,17.122581
San Bernardino,2017,4,15.783333
San Bernardino,2017,5,17.132258
San Bernardino,2017,6,21.220000
San Bernardino,2017,7,24.048387
San Bernardino,2017,8,23.296774
San Bernardino,2017,9,19.586667
San Bernardino,2017,10,20.261290
San Bernardino,2017,11,21.273333
San Bernardino,2017,12,20.696774
San Bernardino,2018,1,15.496774
San Bernardino,2018,2,13.117857
San Bernardino,2018,3,11.829032
San Bernardino,2018,4,13.836667
San Bernardino,2018,5,12.580645
San Bernardino,2018,6,15.080000
San Bernardino,2018,7,19.535484
San Bernardino,2018,8,16.203226
San Bernardino,2018,9,14.986667
San Bernardino,2018,10,18.045161
San Bernardino,2018,11,16.360000
San Bernardino,2018,12,0.000000
San Bernardino,2019,1,15.496774
San Bernardino,2019,2,13.117857
San Bernardino,2019,3,11.829032
San Bernardino,2019,4,13.836667
San Bernardino,2019,5,12.580645
San Bernardino,2019,6,15.080000
San Bernardino,2019,7,19.535484
San Bernardino,2019,8,16.203226
San Bernardino,2019,9,14.986667
San Bernardino,2019,10,18.045161
San Bernardino,2019,11,16.360000
San Bernardino,2019,12,0.000000
San Diego,2014,1,22.693548
San Diego,2014,2,14.650000
San Diego,2014,3,12.251613
San Diego,2014,4,12.020000
San Diego,2014,5,13.022581
San Diego,2014,6,13.350000
San Diego,2014,7,11.064516
San Diego,2014,8,10.716129
San Diego,2014,9,11.880000
San Diego,2014,10,16.264516
San Diego,2014,11,11.086667
San Diego,2014,12,13.322581
San Diego,2015,1,17.677419
San Diego,2015,2,20.935714
San Diego,2015,3,16.841935
San Diego,2015,4,14.113333
San Diego,2015,5,10.977419
San Diego,2015,6,13.440000
San Diego,2015,7,9.438710
San Diego,2015,8,15.790323
San Diego,2015,9,14.876667
San Diego,2015,10,14.138710
San Diego,2015,11,12.633333
San Diego,2015,12,18.470968
San Diego,2016,1,16.077419
San Diego,2016,2,16.627586
San Diego,2016,3,13.667742
San Diego,2016,4,13.303333
San Diego,2016,5,10.509677
San Diego,2016,6,17.270000
San Diego,2016,7,15.516129
San Diego,2016,8,15.361290
San Diego,2016,9,16.433333
San Diego,2016,10,12.919355
San Diego,2016,11,15.256667
San Diego,2016,12,18.883871
San Diego,2017,1,15.438710
San Diego,2017,2,12.521429
San Diego,2017,3,13.687097
San Diego,2017,4,11.490000
San Diego,2017,5,10.158065
San Diego,2017,6,11.513333
San Diego,2017,7,13.467742
San Diego,2017,8,16.154839
San Diego,2017,9,14.016667
San Diego,2017,10,16.958065
San Diego,2017,11,15.230000
San Diego,2017,12,20.874194
San Diego,2018,1,18.361290
San Diego,2018,2,13.746429
San Diego,2018,3,8.661290
San Diego,2018,4,13.296667
San Diego,2018,5,9.816129
San Diego,2018,6,11.936667
San Diego,2018,7,12.132258
San Diego,2018,8,15.529032
San Diego,2018,9,14.103333
San Diego,2018,10,12.580645
San Diego,2018,11,14.553333
San Diego,2018,12,16.632258
San Diego,2019,1,13.787097
San Diego,2019,2,10.107143
San Diego,2019,3,10.303226
San Diego,2019,4,11.456667
San Diego,2019,5,8.293548
San Diego,2019,6,11.066667
San Diego,2019,7,15.029032
San Diego,2019,8,13.280645
San Diego,2019,9,14.303333
San Diego,2019,10,18.312903
San Diego,2019,11,12.113333
San Diego,2019,12,0.000000
San Francisco,2014,1,13.938710
San Francisco,2014,2,5.946429
San Francisco,2014,3,7.132258
San Francisco,2014,4,7.220000
San Francisco,2014,5,6.622581
San Francisco,2014,6,9.010000
San Francisco,2014,7,4.716129
San Francisco,2014,8,5.238710
San Francisco,2014,9,8.010000
San Francisco,2014,10,6.125806
San Francisco,2014,11,9.836667
San Francisco,2014,12,6.945161
San Francisco,2015,1,19.661290
San Francisco,2015,2,10.300000
San Francisco,2015,3,8.316129
San Francisco,2015,4,6.676667
San Francisco,2015,5,6.119355
San Francisco,2015,6,5.120000
San Francisco,2015,7,2.138710
San Francisco,2015,8,5.445161
San Francisco,2015,9,5.326667
San Francisco,2015,10,5.070968
San Francisco,2015,11,6.750000
San Francisco,2015,12,8.561290
San Francisco,2016,1,9.416129
San Francisco,2016,2,9.872414
San Francisco,2016,3,5.964516
San Francisco,2016,4,9.050000
San Francisco,2016,5,8.529032
San Francisco,2016,6,6.573333
San Francisco,2016,7,4.690323
San Francisco,2016,8,5.041935
San Francisco,2016,9,5.800000
San Francisco,2016,10,4.758065
San Francisco,2016,11,9.950000
San Francisco,2016,12,7.629032
San Francisco,2017,1,8.119355
San Francisco,2017,2,6.107143
San Francisco,2017,3,6.774194
San Francisco,2017,4,6.523333
San Francisco,2017,5,7.870968
San Francisco,2017,6,8.036667
San Francisco,2017,7,7.232258
San Francisco,2017,8,8.600000
San Francisco,2017,9,14.316667
San Francisco,2017,10,13.735484
San Francisco,2017,11,9.260000
San Francisco,2017,12,17.587097
San Francisco,2018,1,14.064516
San Francisco,2018,2,9.382143
San Francisco,2018,3,6.670968
San Francisco,2018,4,5.966667
San Francisco,2018,5,3.735484
San Francisco,2018,6,7.043333
San Francisco,2018,7,6.812903
San Francisco,2018,8,11.416129
San Francisco,2018,9,10.570000
San Francisco,2018,10,7.277419
San Francisco,2018,11,43.333333
San Francisco,2018,12,9.993548
San Francisco,2019,1,9.235484
San Francisco,2019,2,4.810714
San Francisco,2019,3,5.925806
San Francisco,2019,4,8.483333
San Francisco,2019,5,6.593548
San Francisco,2019,6,8.813333
San Francisco,2019,7,7.580645
San Francisco,2019,8,6.887097
San Francisco,2019,9,5.430000
San Francisco,2019,10,9.425806
San Francisco,2019,11,6.850000
San Francisco,2019,12,0.000000
San Joaquin,2014,1,31.635484
San Joaquin,2014,2,11.457143
San Joaquin,2014,3,9.993548
San Joaquin,2014,4,9.690000
San Joaquin,2014,5,7.803226
San Joaquin,2014,6,9.366667
San Joaquin,2014,7,10.474194
San Joaquin,2014,8,11.054839
San Joaquin,2014,9,9.906667
San Joaquin,2014,10,8.696774
San Joaquin,2014,11,22.976667
San Joaquin,2014,12,14.380645
San Joaquin,2015,1,31.616129
San Joaquin,2015,2,18.060714
San Joaquin,2015,3,10.261290
San Joaquin,2015,4,8.396667
San Joaquin,2015,5,9.370968
San Joaquin,2015,6,10.803333
San Joaquin,2015,7,9.803226
San Joaquin,2015,8,15.316129
San Joaquin,2015,9,13.230000
San Joaquin,2015,10,13.429032
San Joaquin,2015,11,18.593333
San Joaquin,2015,12,18.974194
San Joaquin,2016,1,17.151613
San Joaquin,2016,2,18.217241
San Joaquin,2016,3,12.693548
San Joaquin,2016,4,12.296667
San Joaquin,2016,5,12.254839
San Joaquin,2016,6,11.830000
San Joaquin,2016,7,12.435484
San Joaquin,2016,8,13.548387
San Joaquin,2016,9,11.896667
San Joaquin,2016,10,9.038710
San Joaquin,2016,11,16.296667
San Joaquin,2016,12,22.603226
San Joaquin,2017,1,13.258065
San Joaquin,2017,2,9.300000
San Joaquin,2017,3,8.790323
San Joaquin,2017,4,7.393333
San Joaquin,2017,5,7.887097
San Joaquin,2017,6,8.400000
San Joaquin,2017,7,10.351613
San Joaquin,2017,8,15.112903
San Joaquin,2017,9,14.063333
San Joaquin,2017,10,18.193548
San Joaquin,2017,11,15.476667
San Joaquin,2017,12,32.106452
San Joaquin,2018,1,22.909677
San Joaquin,2018,2,17.442857
San Joaquin,2018,3,10.293548
San Joaquin,2018,4,11.353333
San Joaquin,2018,5,8.396774
San Joaquin,2018,6,10.043333
San Joaquin,2018,7,14.377419
San Joaquin,2018,8,23.290323
San Joaquin,2018,9,13.760000
San Joaquin,2018,10,11.993548
San Joaquin,2018,11,58.666667
San Joaquin,2018,12,20.558065
San Joaquin,2019,1,22.483871
San Joaquin,2019,2,7.985714
San Joaquin,2019,3,6.867742
San Joaquin,2019,4,7.020000
San Joaquin,2019,5,6.022581
San Joaquin,2019,6,7.110000
San Joaquin,2019,7,8.109677
San Joaquin,2019,8,7.435484
San Joaquin,2019,9,5.576667
San Joaquin,2019,10,10.880645
San Joaquin,2019,11,12.886667
San Joaquin,2019,12,0.000000
San Luis Obispo,2014,1,20.083871
San Luis Obispo,2014,2,12.646429
San Luis Obispo,2014,3,14.600000
San Luis Obispo,2014,4,17.243333
San Luis Obispo,2014,5,19.264516
San Luis Obispo,2014,6,15.303333
San Luis Obispo,2014,7,10.583871
San Luis Obispo,2014,8,9.454839
San Luis Obispo,2014,9,11.363333
San Luis Obispo,2014,10,11.096774
San Luis Obispo,2014,11,10.900000
San Luis Obispo,2014,12,9.251613
San Luis Obispo,2015,1,14.461290
San Luis Obispo,2015,2,13.210714
San Luis Obispo,2015,3,14.932258
San Luis Obispo,2015,4,15.490000
San Luis Obispo,2015,5,10.303226
San Luis Obispo,2015,6,9.486667
San Luis Obispo,2015,7,8.535484
San Luis Obispo,2015,8,11.896774
San Luis Obispo,2015,9,9.850000
San Luis Obispo,2015,10,10.354839
San Luis Obispo,2015,11,11.566667
San Luis Obispo,2015,12,12.109677
San Luis Obispo,2016,1,9.887097
San Luis Obispo,2016,2,10.758621
San Luis Obispo,2016,3,9.270968
San Luis Obispo,2016,4,11.696667
San Luis Obispo,2016,5,7.274194
San Luis Obispo,2016,6,11.603333
San Luis Obispo,2016,7,9.658065
San Luis Obispo,2016,8,12.658065
San Luis Obispo,2016,9,11.423333
San Luis Obispo,2016,10,8.525806
San Luis Obispo,2016,11,8.500000
San Luis Obispo,2016,12,10.080645
San Luis Obispo,2017,1,8.170968
San Luis Obispo,2017,2,6.253571
San Luis Obispo,2017,3,8.596774
San Luis Obispo,2017,4,13.896667
San Luis Obispo,2017,5,12.212903
San Luis Obispo,2017,6,13.190000
San Luis Obispo,2017,7,11.793548
San Luis Obispo,2017,8,10.851613
San Luis Obispo,2017,9,13.983333
San Luis Obispo,2017,10,13.990323
San Luis Obispo,2017,11,8.516667
San Luis Obispo,2017,12,17.409677
San Luis Obispo,2018,1,8.841935
San Luis Obispo,2018,2,11.367857
San Luis Obispo,2018,3,4.206452
San Luis Obispo,2018,4,10.473333
San Luis Obispo,2018,5,9.461290
San Luis Obispo,2018,6,11.810000
San Luis Obispo,2018,7,9.041935
San Luis Obispo,2018,8,16.635484
San Luis Obispo,2018,9,10.823333
San Luis Obispo,2018,10,8.919355
San Luis Obispo,2018,11,11.700000
San Luis Obispo,2018,12,9.003226
San Luis Obispo,2019,1,8.593548
San Luis Obispo,2019,2,4.889286
San Luis Obispo,2019,3,6.425806
San Luis Obispo,2019,4,9.200000
San Luis Obispo,2019,5,7.303226
San Luis Obispo,2019,6,6.686667
San Luis Obispo,2019,7,8.570968
San Luis Obispo,2019,8,6.870968
San Luis Obispo,2019,9,11.056667
San Luis Obispo,2019,10,10.580645
San Luis Obispo,2019,11,6.100000
San Luis Obispo,2019,12,0.000000
San Mateo,2014,1,14.787097
San Mateo,2014,2,5.607143
San Mateo,2014,3,6.019355
San Mateo,2014,4,6.433333
San Mateo,2014,5,5.654839
San Mateo,2014,6,7.293333
San Mateo,2014,7,5.116129
San Mateo,2014,8,6.193548
San Mateo,2014,9,9.213333
San Mateo,2014,10,5.645161
San Mateo,2014,11,7.280000
San Mateo,2014,12,4.716129
San Mateo,2015,1,14.058065
San Mateo,2015,2,7.132143
San Mateo,2015,3,5.800000
San Mateo,2015,4,4.270000
San Mateo,2015,5,3.790323
San Mateo,2015,6,4.020000
San Mateo,2015,7,1.712903
San Mateo,2015,8,6.970968
San Mateo,2015,9,3.670000
San Mateo,2015,10,6.045161
San Mateo,2015,11,5.523333
San Mateo,2015,12,4.938710
San Mateo,2016,1,6.745161
San Mateo,2016,2,4.924138
San Mateo,2016,3,3.912903
San Mateo,2016,4,8.946667
San Mateo,2016,5,10.329032
San Mateo,2016,6,11.636667
San Mateo,2016,7,10.506452
San Mateo,2016,8,11.125806
San Mateo,2016,9,8.116667
San Mateo,2016,10,5.748387
San Mateo,2016,11,7.453333
San Mateo,2016,12,7.083871
San Mateo,2017,1,6.938710
San Mateo,2017,2,5.278571
San Mateo,2017,3,6.058065
San Mateo,2017,4,5.100000
San Mateo,2017,5,5.419355
San Mateo,2017,6,6.713333
San Mateo,2017,7,9.041935
San Mateo,2017,8,11.629032
San Mateo,2017,9,13.443333
San Mateo,2017,10,13.212903
San Mateo,2017,11,6.300000
San Mateo,2017,12,15.283871
San Mateo,2018,1,12.122581
San Mateo,2018,2,6.450000
San Mateo,2018,3,3.854839
San Mateo,2018,4,8.300000
San Mateo,2018,5,6.535484
San Mateo,2018,6,8.796667
San Mateo,2018,7,7.883871
San Mateo,2018,8,12.403226
San Mateo,2018,9,8.893333
San Mateo,2018,10,5.296774
San Mateo,2018,11,34.606667
San Mateo,2018,12,8.312903
San Mateo,2019,1,9.277419
San Mateo,2019,2,4.085714
San Mateo,2019,3,5.664516
San Mateo,2019,4,7.320000
San Mateo,2019,5,5.303226
San Mateo,2019,6,6.743333
San Mateo,2019,7,6.170968
San Mateo,2019,8,7.074194
San Mateo,2019,9,4.863333
San Mateo,2019,10,7.122581
San Mateo,2019,11,6.126667
San Mateo,2019,12,0.000000
Santa Barbara,2014,1,12.809677
Santa Barbara,2014,2,9.703571
Santa Barbara,2014,3,10.216129
Santa Barbara,2014,4,9.143333
Santa Barbara,2014,5,11.454839
Santa Barbara,2014,6,11.630000
Santa Barbara,2014,7,8.964516
Santa Barbara,2014,8,9.180645
Santa Barbara,2014,9,11.203333
Santa Barbara,2014,10,10.019355
Santa Barbara,2014,11,7.416667
Santa Barbara,2014,12,7.170968
Santa Barbara,2015,1,9.587097
Santa Barbara,2015,2,11.239286
Santa Barbara,2015,3,9.803226
Santa Barbara,2015,4,10.000000
Santa Barbara,2015,5,9.064516
Santa Barbara,2015,6,10.573333
Santa Barbara,2015,7,8.725806
Santa Barbara,2015,8,13.238710
Santa Barbara,2015,9,10.490000
Santa Barbara,2015,10,9.135484
Santa Barbara,2015,11,6.636667
Santa Barbara,2015,12,6.845161
Santa Barbara,2016,1,6.506452
Santa Barbara,2016,2,6.641379
Santa Barbara,2016,3,8.212903
Santa Barbara,2016,4,8.333333
Santa Barbara,2016,5,7.032258
Santa Barbara,2016,6,10.980000
Santa Barbara,2016,7,10.435484
Santa Barbara,2016,8,11.370968
Santa Barbara,2016,9,11.830000
Santa Barbara,2016,10,6.470968
Santa Barbara,2016,11,7.556667
Santa Barbara,2016,12,7.890323
Santa Barbara,2017,1,5.725806
Santa Barbara,2017,2,5.242857
Santa Barbara,2017,3,8.554839
Santa Barbara,2017,4,9.290000
Santa Barbara,2017,5,9.522581
Santa Barbara,2017,6,9.026667
Santa Barbara,2017,7,10.448387
Santa Barbara,2017,8,9.709677
Santa Barbara,2017,9,10.416667
Santa Barbara,2017,10,11.454839
Santa Barbara,2017,11,7.030000
Santa Barbara,2017,12,46.338710
Santa Barbara,2018,1,8.835484
Santa Barbara,2018,2,9.646429
Santa Barbara,2018,3,5.319355
Santa Barbara,2018,4,9.553333
Santa Barbara,2018,5,8.009677
Santa Barbara,2018,6,10.280000
Santa Barbara,2018,7,9.735484
Santa Barbara,2018,8,15.148387
Santa Barbara,2018,9,10.476667
Santa Barbara,2018,10,8.141935
Santa Barbara,2018,11,11.356667
Santa Barbara,2018,12,6.754839
Santa Barbara,2019,1,6.670968
Santa Barbara,2019,2,4.271429
Santa Barbara,2019,3,5.416129
Santa Barbara,2019,4,8.100000
Santa Barbara,2019,5,6.925806
Santa Barbara,2019,6,7.193333
Santa Barbara,2019,7,10.490323
Santa Barbara,2019,8,8.345161
Santa Barbara,2019,9,7.660000
Santa Barbara,2019,10,9.645161
Santa Barbara,2019,11,7.490000
Santa Barbara,2019,12,0.000000
Santa Clara,2014,1,21.722581
Santa Clara,2014,2,7.282143
Santa Clara,2014,3,6.951613
Santa Clara,2014,4,8.466667
Santa Clara,2014,5,7.254839
Santa Clara,2014,6,8.596667
Santa Clara,2014,7,7.977419
Santa Clara,2014,8,7.709677
Santa Clara,2014,9,9.473333
Santa Clara,2014,10,8.041935
Santa Clara,2014,11,11.890000
Santa Clara,2014,12,7.696774
Santa Clara,2015,1,20.345161
Santa Clara,2015,2,12.075000
Santa Clara,2015,3,8.748387
Santa Clara,2015,4,7.793333
Santa Clara,2015,5,7.570968
Santa Clara,2015,6,10.493333
Santa Clara,2015,7,7.245161
Santa Clara,2015,8,12.596774
Santa Clara,2015,9,8.773333
Santa Clara,2015,10,9.006452
Santa Clara,2015,11,11.073333
Santa Clara,2015,12,10.512903
Santa Clara,2016,1,9.296774
Santa Clara,2016,2,12.103448
Santa Clara,2016,3,6.496774
Santa Clara,2016,4,7.916667
Santa Clara,2016,5,9.041935
Santa Clara,2016,6,9.690000
Santa Clara,2016,7,9.335484
Santa Clara,2016,8,9.854839
Santa Clara,2016,9,10.520000
Santa Clara,2016,10,7.374194
Santa Clara,2016,11,10.086667
Santa Clara,2016,12,11.093548
Santa Clara,2017,1,10.493548
Santa Clara,2017,2,5.657143
Santa Clara,2017,3,7.383871
Santa Clara,2017,4,6.906667
Santa Clara,2017,5,8.003226
Santa Clara,2017,6,8.950000
Santa Clara,2017,7,10.703226
Santa Clara,2017,8,13.580645
Santa Clara,2017,9,14.443333
Santa Clara,2017,10,16.332258
Santa Clara,2017,11,9.913333
Santa Clara,2017,12,21.141935
Santa Clara,2018,1,14.190323
Santa Clara,2018,2,9.671429
Santa Clara,2018,3,7.309677
Santa Clara,2018,4,9.510000
Santa Clara,2018,5,8.380645
Santa Clara,2018,6,10.003333
